JoinField,PresDem,PresRep,PresTot,tot_vote_2018_weighted,,board,portion,
ROCK ISLAND:MOLINE 16,315,212,540,0,ROCK ISLAND:MOLINE 16,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 17,259,185,459,0,ROCK ISLAND:MOLINE 17,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 18,258,228,497,0,ROCK ISLAND:MOLINE 18,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 19,157,97,260,0,ROCK ISLAND:MOLINE 19,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 2,255,161,431,0,ROCK ISLAND:MOLINE 2,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 20,342,204,556,0,ROCK ISLAND:MOLINE 20,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 3,368,229,606,0,ROCK ISLAND:MOLINE 3,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 4,359,235,606,0,ROCK ISLAND:MOLINE 4,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 5,351,217,583,0,ROCK ISLAND:MOLINE 5,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 6,236,126,370,0,ROCK ISLAND:MOLINE 6,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 7,225,142,383,0,ROCK ISLAND:MOLINE 7,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 8,277,127,412,0,ROCK ISLAND:MOLINE 8,ROCK ISLAND,,0
ROCK ISLAND:MOLINE 9,316,242,573,0,ROCK ISLAND:MOLINE 9,ROCK ISLAND,,0
ROCK ISLAND:PORT BYRON,336,426,780,0,ROCK ISLAND:PORT BYRON,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 1,172,37,214,0,ROCK ISLAND:ROCK ISLAND 1,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 10,401,198,623,0,ROCK ISLAND:ROCK ISLAND 10,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 11,104,54,163,0,ROCK ISLAND:ROCK ISLAND 11,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 12,233,106,353,0,ROCK ISLAND:ROCK ISLAND 12,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 13,166,103,275,0,ROCK ISLAND:ROCK ISLAND 13,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 14,202,105,313,0,ROCK ISLAND:ROCK ISLAND 14,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 15,314,187,510,0,ROCK ISLAND:ROCK ISLAND 15,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 2,107,23,131,0,ROCK ISLAND:ROCK ISLAND 2,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 3,188,49,243,0,ROCK ISLAND:ROCK ISLAND 3,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 4,86,30,117,0,ROCK ISLAND:ROCK ISLAND 4,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 5,234,77,314,0,ROCK ISLAND:ROCK ISLAND 5,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 6,312,86,413,0,ROCK ISLAND:ROCK ISLAND 6,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 7,201,65,273,0,ROCK ISLAND:ROCK ISLAND 7,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 8,196,47,250,0,ROCK ISLAND:ROCK ISLAND 8,ROCK ISLAND,,0
ROCK ISLAND:ROCK ISLAND 9,251,112,370,0,ROCK ISLAND:ROCK ISLAND 9,ROCK ISLAND,,0
ROCK ISLAND:RURAL,232,390,641,0,ROCK ISLAND:RURAL,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 1,244,168,419,0,ROCK ISLAND:SO MOLINE 1,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 10,239,155,404,0,ROCK ISLAND:SO MOLINE 10,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 11,441,323,788,0,ROCK ISLAND:SO MOLINE 11,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 12,212,144,362,0,ROCK ISLAND:SO MOLINE 12,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 13,453,344,816,0,ROCK ISLAND:SO MOLINE 13,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 14,260,169,436,0,ROCK ISLAND:SO MOLINE 14,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 15,226,179,414,0,ROCK ISLAND:SO MOLINE 15,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 16,330,235,577,0,ROCK ISLAND:SO MOLINE 16,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 17,407,280,700,0,ROCK ISLAND:SO MOLINE 17,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 18,394,251,656,0,ROCK ISLAND:SO MOLINE 18,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 19,323,314,656,0,ROCK ISLAND:SO MOLINE 19,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 2,351,197,555,0,ROCK ISLAND:SO MOLINE 2,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 20,349,218,583,0,ROCK ISLAND:SO MOLINE 20,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 21,211,149,367,0,ROCK ISLAND:SO MOLINE 21,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 22,348,199,557,0,ROCK ISLAND:SO MOLINE 22,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 23,164,152,324,0,ROCK ISLAND:SO MOLINE 23,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 24,236,216,466,0,ROCK ISLAND:SO MOLINE 24,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 25,183,165,357,0,ROCK ISLAND:SO MOLINE 25,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 26,219,115,344,0,ROCK ISLAND:SO MOLINE 26,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 27,354,252,626,0,ROCK ISLAND:SO MOLINE 27,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 28,308,287,606,0,ROCK ISLAND:SO MOLINE 28,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 29,522,314,873,0,ROCK ISLAND:SO MOLINE 29,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 3,176,121,310,0,ROCK ISLAND:SO MOLINE 3,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 4,569,465,1059,0,ROCK ISLAND:SO MOLINE 4,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 5,222,189,422,0,ROCK ISLAND:SO MOLINE 5,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 6,346,272,645,0,ROCK ISLAND:SO MOLINE 6,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 7,413,337,765,0,ROCK ISLAND:SO MOLINE 7,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 8,302,341,662,0,ROCK ISLAND:SO MOLINE 8,ROCK ISLAND,,0
ROCK ISLAND:SO MOLINE 9,441,396,861,0,ROCK ISLAND:SO MOLINE 9,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 1,253,95,358,0,ROCK ISLAND:SO ROCK ISLAND 1,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 10,390,234,634,0,ROCK ISLAND:SO ROCK ISLAND 10,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 11,358,284,661,0,ROCK ISLAND:SO ROCK ISLAND 11,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 12,472,334,822,0,ROCK ISLAND:SO ROCK ISLAND 12,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 13,425,318,760,0,ROCK ISLAND:SO ROCK ISLAND 13,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 14,390,257,667,0,ROCK ISLAND:SO ROCK ISLAND 14,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 15,192,144,345,0,ROCK ISLAND:SO ROCK ISLAND 15,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 16,104,58,169,0,ROCK ISLAND:SO ROCK ISLAND 16,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 2,236,108,350,0,ROCK ISLAND:SO ROCK ISLAND 2,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 3,493,226,743,0,ROCK ISLAND:SO ROCK ISLAND 3,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 4,382,250,640,0,ROCK ISLAND:SO ROCK ISLAND 4,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 5,426,245,683,0,ROCK ISLAND:SO ROCK ISLAND 5,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 6,397,232,637,0,ROCK ISLAND:SO ROCK ISLAND 6,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 7,320,169,499,0,ROCK ISLAND:SO ROCK ISLAND 7,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 8,375,245,634,0,ROCK ISLAND:SO ROCK ISLAND 8,ROCK ISLAND,,0
ROCK ISLAND:SO ROCK ISLAND 9,267,158,438,0,ROCK ISLAND:SO ROCK ISLAND 9,ROCK ISLAND,,0
ROCK ISLAND:ZUMA,135,298,444,0,ROCK ISLAND:ZUMA,ROCK ISLAND,,0
SALINE:BRUSHY,104,449,556,0,SALINE:BRUSHY,SALINE,,0
SALINE:CARRIER MILLS #1,136,350,492,0,SALINE:CARRIER MILLS #1,SALINE,,0
SALINE:CARRIER MILLS #2,149,373,528,0,SALINE:CARRIER MILLS #2,SALINE,,0
SALINE:COTTAGE,22,106,131,0,SALINE:COTTAGE,SALINE,,0
SALINE:EAST ELDORADO #1,117,310,432,0,SALINE:EAST ELDORADO #1,SALINE,,0
SALINE:EAST ELDORADO #2,88,303,399,0,SALINE:EAST ELDORADO #2,SALINE,,0
SALINE:EAST ELDORADO #3,61,199,267,0,SALINE:EAST ELDORADO #3,SALINE,,0
SALINE:EAST ELDORADO #4,99,254,357,0,SALINE:EAST ELDORADO #4,SALINE,,0
SALINE:EAST ELDORADO #5,114,307,428,0,SALINE:EAST ELDORADO #5,SALINE,,0
SALINE:EAST ELDORADO #6,73,232,309,0,SALINE:EAST ELDORADO #6,SALINE,,0
SALINE:GALATIA,100,427,537,0,SALINE:GALATIA,SALINE,,0
SALINE:HARRISBURG # 1,90,164,257,0,SALINE:HARRISBURG # 1,SALINE,,0
SALINE:HARRISBURG # 2,107,254,365,0,SALINE:HARRISBURG # 2,SALINE,,0
SALINE:HARRISBURG # 3,127,206,340,0,SALINE:HARRISBURG # 3,SALINE,,0
SALINE:HARRISBURG # 4,157,313,482,0,SALINE:HARRISBURG # 4,SALINE,,0
SALINE:HARRISBURG # 5,110,274,394,0,SALINE:HARRISBURG # 5,SALINE,,0
SALINE:HARRISBURG # 6,102,393,506,0,SALINE:HARRISBURG # 6,SALINE,,0
SALINE:HARRISBURG # 7,135,253,396,0,SALINE:HARRISBURG # 7,SALINE,,0
SALINE:HARRISBURG # 8,142,352,505,0,SALINE:HARRISBURG # 8,SALINE,,0
SALINE:HARRISBURG # 9,102,239,347,0,SALINE:HARRISBURG # 9,SALINE,,0
SALINE:HARRISBURG #10,164,437,609,0,SALINE:HARRISBURG #10,SALINE,,0
SALINE:INDEPENDENCE,78,563,649,0,SALINE:INDEPENDENCE,SALINE,,0
SALINE:LONG BRANCH,26,119,147,0,SALINE:LONG BRANCH,SALINE,,0
SALINE:MOUNTAIN,49,178,230,0,SALINE:MOUNTAIN,SALINE,,0
SALINE:RALEIGH,135,444,586,0,SALINE:RALEIGH,SALINE,,0
SALINE:RECTOR,4,34,38,0,SALINE:RECTOR,SALINE,,0
SALINE:STONEFORT,25,175,201,0,SALINE:STONEFORT,SALINE,,0
SALINE:TATE,18,122,141,0,SALINE:TATE,SALINE,,0
SANGAMON:AUBURN 001,172,418,609,0,SANGAMON:AUBURN 001,SANGAMON,,0
SANGAMON:AUBURN 002,157,403,575,0,SANGAMON:AUBURN 002,SANGAMON,,0
SANGAMON:AUBURN 003,164,440,618,0,SANGAMON:AUBURN 003,SANGAMON,,0
SANGAMON:AUBURN 004,160,474,642,0,SANGAMON:AUBURN 004,SANGAMON,,0
SANGAMON:AUBURN 005,177,461,651,0,SANGAMON:AUBURN 005,SANGAMON,,0
SANGAMON:BALL 001,208,357,578,0,SANGAMON:BALL 001,SANGAMON,,0
SANGAMON:BALL 002,421,589,1033,0,SANGAMON:BALL 002,SANGAMON,,0
SANGAMON:BALL 003,364,472,865,0,SANGAMON:BALL 003,SANGAMON,,0
SANGAMON:BALL 004,468,494,990,0,SANGAMON:BALL 004,SANGAMON,,0
SANGAMON:BALL 005,388,576,997,0,SANGAMON:BALL 005,SANGAMON,,0
SANGAMON:BUFFALO HART,22,100,125,0,SANGAMON:BUFFALO HART,SANGAMON,,0
SANGAMON:CAPITAL 001,246,283,536,0,SANGAMON:CAPITAL 001,SANGAMON,,0
SANGAMON:CAPITAL 002,290,282,584,0,SANGAMON:CAPITAL 002,SANGAMON,,0
SANGAMON:CAPITAL 003,455,385,862,0,SANGAMON:CAPITAL 003,SANGAMON,,0
SANGAMON:CAPITAL 004,346,171,528,0,SANGAMON:CAPITAL 004,SANGAMON,,0
SANGAMON:CAPITAL 005,410,136,558,0,SANGAMON:CAPITAL 005,SANGAMON,,0
SANGAMON:CAPITAL 006,363,101,476,0,SANGAMON:CAPITAL 006,SANGAMON,,0
SANGAMON:CAPITAL 007,342,503,872,0,SANGAMON:CAPITAL 007,SANGAMON,,0
SANGAMON:CAPITAL 008,101,153,262,0,SANGAMON:CAPITAL 008,SANGAMON,,0
SANGAMON:CAPITAL 009,315,355,683,0,SANGAMON:CAPITAL 009,SANGAMON,,0
SANGAMON:CAPITAL 010,277,274,571,0,SANGAMON:CAPITAL 010,SANGAMON,,0
SANGAMON:CAPITAL 011,281,312,603,0,SANGAMON:CAPITAL 011,SANGAMON,,0
SANGAMON:CAPITAL 012,272,225,507,0,SANGAMON:CAPITAL 012,SANGAMON,,0
SANGAMON:CAPITAL 013,248,226,485,0,SANGAMON:CAPITAL 013,SANGAMON,,0
SANGAMON:CAPITAL 014,427,319,769,0,SANGAMON:CAPITAL 014,SANGAMON,,0
SANGAMON:CAPITAL 015,417,427,860,0,SANGAMON:CAPITAL 015,SANGAMON,,0
SANGAMON:CAPITAL 016,219,285,525,0,SANGAMON:CAPITAL 016,SANGAMON,,0
SANGAMON:CAPITAL 017,401,252,672,0,SANGAMON:CAPITAL 017,SANGAMON,,0
SANGAMON:CAPITAL 018,156,173,344,0,SANGAMON:CAPITAL 018,SANGAMON,,0
SANGAMON:CAPITAL 019,294,155,464,0,SANGAMON:CAPITAL 019,SANGAMON,,0
SANGAMON:CAPITAL 020,456,552,1042,0,SANGAMON:CAPITAL 020,SANGAMON,,0
SANGAMON:CAPITAL 021,196,216,418,0,SANGAMON:CAPITAL 021,SANGAMON,,0
SANGAMON:CAPITAL 022,177,322,516,0,SANGAMON:CAPITAL 022,SANGAMON,,0
SANGAMON:CAPITAL 023,241,24,274,0,SANGAMON:CAPITAL 023,SANGAMON,,0
SANGAMON:CAPITAL 024,166,197,369,0,SANGAMON:CAPITAL 024,SANGAMON,,0
SANGAMON:CAPITAL 025,288,229,540,0,SANGAMON:CAPITAL 025,SANGAMON,,0
SANGAMON:CAPITAL 026,208,145,363,0,SANGAMON:CAPITAL 026,SANGAMON,,0
SANGAMON:CAPITAL 027,285,176,474,0,SANGAMON:CAPITAL 027,SANGAMON,,0
SANGAMON:CAPITAL 028,351,285,652,0,SANGAMON:CAPITAL 028,SANGAMON,,0
SANGAMON:CAPITAL 029,237,275,527,0,SANGAMON:CAPITAL 029,SANGAMON,,0
SANGAMON:CAPITAL 030,278,344,636,0,SANGAMON:CAPITAL 030,SANGAMON,,0
SANGAMON:CAPITAL 031,279,165,468,0,SANGAMON:CAPITAL 031,SANGAMON,,0
SANGAMON:CAPITAL 032,280,108,399,0,SANGAMON:CAPITAL 032,SANGAMON,,0
SANGAMON:CAPITAL 033,274,137,422,0,SANGAMON:CAPITAL 033,SANGAMON,,0
SANGAMON:CAPITAL 034,407,151,574,0,SANGAMON:CAPITAL 034,SANGAMON,,0
SANGAMON:CAPITAL 035,345,160,520,0,SANGAMON:CAPITAL 035,SANGAMON,,0
SANGAMON:CAPITAL 036,567,256,850,0,SANGAMON:CAPITAL 036,SANGAMON,,0
SANGAMON:CAPITAL 037,521,563,1113,0,SANGAMON:CAPITAL 037,SANGAMON,,0
SANGAMON:CAPITAL 038,433,531,994,0,SANGAMON:CAPITAL 038,SANGAMON,,0
SANGAMON:CAPITAL 039,194,87,291,0,SANGAMON:CAPITAL 039,SANGAMON,,0
SANGAMON:CAPITAL 040,282,269,559,0,SANGAMON:CAPITAL 040,SANGAMON,,0
SANGAMON:CAPITAL 041,391,428,839,0,SANGAMON:CAPITAL 041,SANGAMON,,0
SANGAMON:CAPITAL 042,361,194,574,0,SANGAMON:CAPITAL 042,SANGAMON,,0
SANGAMON:CAPITAL 043,407,158,587,0,SANGAMON:CAPITAL 043,SANGAMON,,0
SANGAMON:CAPITAL 044,482,313,815,0,SANGAMON:CAPITAL 044,SANGAMON,,0
SANGAMON:CAPITAL 045,333,185,528,0,SANGAMON:CAPITAL 045,SANGAMON,,0
SANGAMON:CAPITAL 046,492,228,755,0,SANGAMON:CAPITAL 046,SANGAMON,,0
SANGAMON:CAPITAL 047,314,330,656,0,SANGAMON:CAPITAL 047,SANGAMON,,0
SANGAMON:CAPITAL 048,227,26,256,0,SANGAMON:CAPITAL 048,SANGAMON,,0
SANGAMON:CAPITAL 049,550,279,848,0,SANGAMON:CAPITAL 049,SANGAMON,,0
SANGAMON:CAPITAL 050,366,143,521,0,SANGAMON:CAPITAL 050,SANGAMON,,0
SANGAMON:CAPITAL 051,431,255,708,0,SANGAMON:CAPITAL 051,SANGAMON,,0
SANGAMON:CAPITAL 052,371,357,752,0,SANGAMON:CAPITAL 052,SANGAMON,,0
SANGAMON:CAPITAL 053,255,235,507,0,SANGAMON:CAPITAL 053,SANGAMON,,0
SANGAMON:CAPITAL 054,460,207,677,0,SANGAMON:CAPITAL 054,SANGAMON,,0
SANGAMON:CAPITAL 055,226,96,328,0,SANGAMON:CAPITAL 055,SANGAMON,,0
SANGAMON:CAPITAL 056,351,262,631,0,SANGAMON:CAPITAL 056,SANGAMON,,0
SANGAMON:CAPITAL 057,285,307,606,0,SANGAMON:CAPITAL 057,SANGAMON,,0
SANGAMON:CAPITAL 058,179,85,270,0,SANGAMON:CAPITAL 058,SANGAMON,,0
SANGAMON:CAPITAL 059,321,361,702,0,SANGAMON:CAPITAL 059,SANGAMON,,0
SANGAMON:CAPITAL 060,291,221,521,0,SANGAMON:CAPITAL 060,SANGAMON,,0
SANGAMON:CAPITAL 061,283,191,486,0,SANGAMON:CAPITAL 061,SANGAMON,,0
SANGAMON:CAPITAL 062,271,145,435,0,SANGAMON:CAPITAL 062,SANGAMON,,0
SANGAMON:CAPITAL 063,403,379,805,0,SANGAMON:CAPITAL 063,SANGAMON,,0
SANGAMON:CAPITAL 064,412,51,468,0,SANGAMON:CAPITAL 064,SANGAMON,,0
SANGAMON:CAPITAL 065,244,63,313,0,SANGAMON:CAPITAL 065,SANGAMON,,0
SANGAMON:CAPITAL 066,339,498,864,0,SANGAMON:CAPITAL 066,SANGAMON,,0
SANGAMON:CAPITAL 067,319,366,706,0,SANGAMON:CAPITAL 067,SANGAMON,,0
SANGAMON:CAPITAL 068,209,109,331,0,SANGAMON:CAPITAL 068,SANGAMON,,0
SANGAMON:CAPITAL 069,540,422,993,0,SANGAMON:CAPITAL 069,SANGAMON,,0
SANGAMON:CAPITAL 070,374,343,742,0,SANGAMON:CAPITAL 070,SANGAMON,,0
SANGAMON:CAPITAL 071,236,197,445,0,SANGAMON:CAPITAL 071,SANGAMON,,0
SANGAMON:CAPITAL 072,158,138,308,0,SANGAMON:CAPITAL 072,SANGAMON,,0
SANGAMON:CAPITAL 073,305,42,358,0,SANGAMON:CAPITAL 073,SANGAMON,,0
SANGAMON:CAPITAL 074,294,261,574,0,SANGAMON:CAPITAL 074,SANGAMON,,0
SANGAMON:CAPITAL 075,262,67,336,0,SANGAMON:CAPITAL 075,SANGAMON,,0
SANGAMON:CAPITAL 076,295,123,430,0,SANGAMON:CAPITAL 076,SANGAMON,,0
SANGAMON:CAPITAL 077,333,255,612,0,SANGAMON:CAPITAL 077,SANGAMON,,0
SANGAMON:CAPITAL 078,156,179,341,0,SANGAMON:CAPITAL 078,SANGAMON,,0
SANGAMON:CAPITAL 079,286,60,355,0,SANGAMON:CAPITAL 079,SANGAMON,,0
SANGAMON:CAPITAL 080,346,237,599,0,SANGAMON:CAPITAL 080,SANGAMON,,0
SANGAMON:CAPITAL 081,186,252,447,0,SANGAMON:CAPITAL 081,SANGAMON,,0
SANGAMON:CAPITAL 082,393,448,871,0,SANGAMON:CAPITAL 082,SANGAMON,,0
SANGAMON:CAPITAL 083,297,216,528,0,SANGAMON:CAPITAL 083,SANGAMON,,0
SANGAMON:CAPITAL 084,264,176,450,0,SANGAMON:CAPITAL 084,SANGAMON,,0
SANGAMON:CAPITAL 085,449,424,898,0,SANGAMON:CAPITAL 085,SANGAMON,,0
SANGAMON:CAPITAL 086,328,245,585,0,SANGAMON:CAPITAL 086,SANGAMON,,0
SANGAMON:CAPITAL 087,398,197,610,0,SANGAMON:CAPITAL 087,SANGAMON,,0
SANGAMON:CAPITAL 088,396,223,642,0,SANGAMON:CAPITAL 088,SANGAMON,,0
SANGAMON:CAPITAL 089,372,270,654,0,SANGAMON:CAPITAL 089,SANGAMON,,0
SANGAMON:CAPITAL 090,472,414,912,0,SANGAMON:CAPITAL 090,SANGAMON,,0
SANGAMON:CAPITAL 091,412,530,969,0,SANGAMON:CAPITAL 091,SANGAMON,,0
SANGAMON:CAPITAL 092,461,475,976,0,SANGAMON:CAPITAL 092,SANGAMON,,0
SANGAMON:CAPITAL 093,181,252,451,0,SANGAMON:CAPITAL 093,SANGAMON,,0
SANGAMON:CARTWRIGHT,259,593,878,0,SANGAMON:CARTWRIGHT,SANGAMON,,0
SANGAMON:CHATHAM 001,466,488,983,0,SANGAMON:CHATHAM 001,SANGAMON,,0
SANGAMON:CHATHAM 002,324,375,721,0,SANGAMON:CHATHAM 002,SANGAMON,,0
SANGAMON:CHATHAM 003,415,539,981,0,SANGAMON:CHATHAM 003,SANGAMON,,0
SANGAMON:CHATHAM 004,409,470,898,0,SANGAMON:CHATHAM 004,SANGAMON,,0
SANGAMON:CHATHAM 005,354,484,862,0,SANGAMON:CHATHAM 005,SANGAMON,,0
SANGAMON:CLEARLAKE 001,176,384,574,0,SANGAMON:CLEARLAKE 001,SANGAMON,,0
SANGAMON:CLEARLAKE 002,133,294,436,0,SANGAMON:CLEARLAKE 002,SANGAMON,,0
SANGAMON:CLEARLAKE 003,231,511,755,0,SANGAMON:CLEARLAKE 003,SANGAMON,,0
SANGAMON:CLEARLAKE 004,79,176,261,0,SANGAMON:CLEARLAKE 004,SANGAMON,,0
SANGAMON:CLEARLAKE 005,205,482,711,0,SANGAMON:CLEARLAKE 005,SANGAMON,,0
SANGAMON:CLEARLAKE 006,219,585,822,0,SANGAMON:CLEARLAKE 006,SANGAMON,,0
SANGAMON:CLEARLAKE 007,191,327,531,0,SANGAMON:CLEARLAKE 007,SANGAMON,,0
SANGAMON:COOPER,161,384,557,0,SANGAMON:COOPER,SANGAMON,,0
SANGAMON:COTTON HILL,175,417,605,0,SANGAMON:COTTON HILL,SANGAMON,,0
SANGAMON:CURRAN 001,182,273,473,0,SANGAMON:CURRAN 001,SANGAMON,,0
SANGAMON:CURRAN 002,134,363,510,0,SANGAMON:CURRAN 002,SANGAMON,,0
SANGAMON:DIVERNON 001,131,368,510,0,SANGAMON:DIVERNON 001,SANGAMON,,0
SANGAMON:DIVERNON 002,72,226,306,0,SANGAMON:DIVERNON 002,SANGAMON,,0
SANGAMON:FANCY CREEK 001,242,558,818,0,SANGAMON:FANCY CREEK 001,SANGAMON,,0
SANGAMON:FANCY CREEK 002,273,654,955,0,SANGAMON:FANCY CREEK 002,SANGAMON,,0
SANGAMON:FANCY CREEK 003,136,286,435,0,SANGAMON:FANCY CREEK 003,SANGAMON,,0
SANGAMON:FANCY CREEK 004,312,589,926,0,SANGAMON:FANCY CREEK 004,SANGAMON,,0
SANGAMON:FANCY CREEK 005,154,334,498,0,SANGAMON:FANCY CREEK 005,SANGAMON,,0
SANGAMON:GARDNER 001,226,528,776,0,SANGAMON:GARDNER 001,SANGAMON,,0
SANGAMON:GARDNER 002,201,512,728,0,SANGAMON:GARDNER 002,SANGAMON,,0
SANGAMON:GARDNER 003,235,400,646,0,SANGAMON:GARDNER 003,SANGAMON,,0
SANGAMON:GARDNER 004,241,335,589,0,SANGAMON:GARDNER 004,SANGAMON,,0
SANGAMON:ILLIOPOLIS,160,457,638,0,SANGAMON:ILLIOPOLIS,SANGAMON,,0
SANGAMON:ISLAND GROVE,81,233,322,0,SANGAMON:ISLAND GROVE,SANGAMON,,0
SANGAMON:LANESVILLE,31,95,126,0,SANGAMON:LANESVILLE,SANGAMON,,0
SANGAMON:LOAMI,188,371,583,0,SANGAMON:LOAMI,SANGAMON,,0
SANGAMON:MAXWELL,25,96,123,0,SANGAMON:MAXWELL,SANGAMON,,0
SANGAMON:MECHANICSBURG 001,118,406,542,0,SANGAMON:MECHANICSBURG 001,SANGAMON,,0
SANGAMON:MECHANICSBURG 002,85,166,255,0,SANGAMON:MECHANICSBURG 002,SANGAMON,,0
SANGAMON:MECHANICSBURG 003,134,291,436,0,SANGAMON:MECHANICSBURG 003,SANGAMON,,0
SANGAMON:NEW BERLIN,239,568,832,0,SANGAMON:NEW BERLIN,SANGAMON,,0
SANGAMON:PAWNEE 001,125,321,461,0,SANGAMON:PAWNEE 001,SANGAMON,,0
SANGAMON:PAWNEE 002,208,461,684,0,SANGAMON:PAWNEE 002,SANGAMON,,0
SANGAMON:PAWNEE 003,131,367,512,0,SANGAMON:PAWNEE 003,SANGAMON,,0
SANGAMON:ROCHESTER 001,400,643,1071,0,SANGAMON:ROCHESTER 001,SANGAMON,,0
SANGAMON:ROCHESTER 002,353,627,1009,0,SANGAMON:ROCHESTER 002,SANGAMON,,0
SANGAMON:ROCHESTER 003,379,478,891,0,SANGAMON:ROCHESTER 003,SANGAMON,,0
SANGAMON:ROCHESTER 004,223,340,580,0,SANGAMON:ROCHESTER 004,SANGAMON,,0
SANGAMON:SPRINGFIELD 001,172,202,385,0,SANGAMON:SPRINGFIELD 001,SANGAMON,,0
SANGAMON:SPRINGFIELD 002,136,231,375,0,SANGAMON:SPRINGFIELD 002,SANGAMON,,0
SANGAMON:SPRINGFIELD 003,99,236,343,0,SANGAMON:SPRINGFIELD 003,SANGAMON,,0
SANGAMON:SPRINGFIELD 004,82,153,238,0,SANGAMON:SPRINGFIELD 004,SANGAMON,,0
SANGAMON:SPRINGFIELD 005,195,311,522,0,SANGAMON:SPRINGFIELD 005,SANGAMON,,0
SANGAMON:TALKINGTON,17,72,91,0,SANGAMON:TALKINGTON,SANGAMON,,0
SANGAMON:WILLIAMS 001,221,460,697,0,SANGAMON:WILLIAMS 001,SANGAMON,,0
SANGAMON:WILLIAMS 002,262,526,802,0,SANGAMON:WILLIAMS 002,SANGAMON,,0
SANGAMON:WILLIAMS 003,181,476,678,0,SANGAMON:WILLIAMS 003,SANGAMON,,0
