JoinField,PresDem,PresRep,PresTot,tot_vote_2018_weighted,,board,portion,
COOK:9904002,456,192,652,237.5487369,COOK:9904002,COOK,,238
COOK:7000002,455,293,763,237.0277967,COOK:7000002,COOK,,237
COOK:9500016,455,171,642,237.0277967,COOK:9500016,COOK,,237
COOK:9700030,455,512,1028,237.0277967,COOK:9700030,COOK,,237
COOK:8900080,454,249,716,236.5068564,COOK:8900080,COOK,,237
COOK:9500001,454,54,512,236.5068564,COOK:9500001,COOK,,237
COOK:8400001,454,565,1042,236.5068564,COOK:8400001,COOK,,237
COOK:9700082,454,507,979,236.5068564,COOK:9700082,COOK,,237
COOK:7300007,453,130,593,235.9859162,COOK:7300007,COOK,,236
COOK:7400043,453,374,842,235.9859162,COOK:7400043,COOK,,236
COOK:9300029,453,361,826,235.9859162,COOK:9300029,COOK,,236
COOK:9600075,453,352,823,235.9859162,COOK:9600075,COOK,,236
COOK:9000044,452,33,494,235.464976,COOK:9000044,COOK,,235
COOK:7504003,451,39,496,234.9440358,COOK:7504003,COOK,,235
COOK:8600003,451,367,854,234.9440358,COOK:8600003,COOK,,235
COOK:8900065,451,55,517,234.9440358,COOK:8900065,COOK,,235
COOK:9500025,451,144,604,234.9440358,COOK:9500025,COOK,,235
COOK:7400011,450,351,819,234.4230956,COOK:7400011,COOK,,234
COOK:9300057,450,487,950,234.4230956,COOK:9300057,COOK,,234
COOK:7200021,448,175,628,233.3812152,COOK:7200021,COOK,,233
COOK:8900009,448,41,494,233.3812152,COOK:8900009,COOK,,233
COOK:8900016,448,149,617,233.3812152,COOK:8900016,COOK,,233
COOK:9200009,448,162,627,233.3812152,COOK:9200009,COOK,,233
COOK:9300059,448,447,912,233.3812152,COOK:9300059,COOK,,233
COOK:9600051,448,428,891,233.3812152,COOK:9600051,COOK,,233
COOK:8700060,448,241,702,233.3812152,COOK:8700060,COOK,,233
COOK:7200031,447,41,492,232.860275,COOK:7200031,COOK,,233
COOK:8700063,447,336,808,232.860275,COOK:8700063,COOK,,233
COOK:9600073,447,284,751,232.860275,COOK:9600073,COOK,,233
COOK:9700017,447,208,666,232.860275,COOK:9700017,COOK,,233
COOK:9700036,447,275,735,232.860275,COOK:9700036,COOK,,233
COOK:9903004,447,174,630,232.860275,COOK:9903004,COOK,,233
COOK:8100023,446,289,751,232.3393347,COOK:8100023,COOK,,232
COOK:8200043,446,580,1071,232.3393347,COOK:8200043,COOK,,232
COOK:7600043,445,364,825,231.8183945,COOK:7600043,COOK,,232
COOK:9500007,445,24,475,231.8183945,COOK:9500007,COOK,,232
COOK:8600047,444,539,1022,231.2974543,COOK:8600047,COOK,,231
COOK:9700075,444,413,873,231.2974543,COOK:9700075,COOK,,231
COOK:8700036,443,233,687,230.7765141,COOK:8700036,COOK,,231
COOK:9300024,443,354,811,230.7765141,COOK:9300024,COOK,,231
COOK:7100007,442,257,704,230.2555739,COOK:7100007,COOK,,230
COOK:8000048,442,352,815,230.2555739,COOK:8000048,COOK,,230
COOK:8300004,442,287,755,230.2555739,COOK:8300004,COOK,,230
COOK:8300025,442,235,689,230.2555739,COOK:8300025,COOK,,230
COOK:8700019,442,319,782,230.2555739,COOK:8700019,COOK,,230
COOK:7900057,441,250,707,229.7346337,COOK:7900057,COOK,,230
COOK:9700008,441,256,708,229.7346337,COOK:9700008,COOK,,230
COOK:8400005,441,602,1063,229.7346337,COOK:8400005,COOK,,230
COOK:7400027,440,469,922,229.2136935,COOK:7400027,COOK,,229
COOK:7400041,440,371,818,229.2136935,COOK:7400041,COOK,,229
COOK:9300034,440,271,731,229.2136935,COOK:9300034,COOK,,229
COOK:9700074,440,518,1009,229.2136935,COOK:9700074,COOK,,229
COOK:9800001,440,222,675,229.2136935,COOK:9800001,COOK,,229
COOK:7200020,439,512,969,228.6927533,COOK:7200020,COOK,,229
COOK:8300029,439,197,649,228.6927533,COOK:8300029,COOK,,229
COOK:8900013,439,214,659,228.6927533,COOK:8900013,COOK,,229
COOK:9600015,439,213,672,228.6927533,COOK:9600015,COOK,,229
COOK:8700064,439,332,797,228.6927533,COOK:8700064,COOK,,229
COOK:7400033,438,313,760,228.171813,COOK:7400033,COOK,,228
COOK:7600033,438,350,798,228.171813,COOK:7600033,COOK,,228
COOK:8000054,438,244,693,228.171813,COOK:8000054,COOK,,228
COOK:8200002,438,396,874,228.171813,COOK:8200002,COOK,,228
COOK:9400016,437,298,748,227.6508728,COOK:9400016,COOK,,228
COOK:8200001,437,386,844,227.6508728,COOK:8200001,COOK,,228
COOK:8200029,436,198,655,227.1299326,COOK:8200029,COOK,,227
COOK:7600038,435,367,837,226.6089924,COOK:7600038,COOK,,227
COOK:8700052,435,342,791,226.6089924,COOK:8700052,COOK,,227
COOK:7100033,434,55,496,226.0880522,COOK:7100033,COOK,,226
COOK:7400022,434,294,746,226.0880522,COOK:7400022,COOK,,226
COOK:7600035,434,267,711,226.0880522,COOK:7600035,COOK,,226
COOK:8000026,434,281,725,226.0880522,COOK:8000026,COOK,,226
COOK:9600018,434,246,691,226.0880522,COOK:9600018,COOK,,226
COOK:7400016,432,340,789,225.0461718,COOK:7400016,COOK,,225
COOK:7700013,432,774,1238,225.0461718,COOK:7700013,COOK,,225
COOK:8200035,432,312,848,225.0461718,COOK:8200035,COOK,,225
COOK:8600013,432,434,912,225.0461718,COOK:8600013,COOK,,225
COOK:9500072,432,45,485,225.0461718,COOK:9500072,COOK,,225
COOK:9800030,432,187,631,225.0461718,COOK:9800030,COOK,,225
COOK:9908002,432,155,609,225.0461718,COOK:9908002,COOK,,225
COOK:7200034,431,487,932,224.5252316,COOK:7200034,COOK,,225
COOK:7900018,431,166,606,224.5252316,COOK:7900018,COOK,,225
COOK:8700014,431,287,734,224.5252316,COOK:8700014,COOK,,225
COOK:7200033,430,453,906,224.0042913,COOK:7200033,COOK,,224
COOK:7900061,430,281,727,224.0042913,COOK:7900061,COOK,,224
COOK:9700053,430,476,975,224.0042913,COOK:9700053,COOK,,224
COOK:7200049,429,31,464,223.4833511,COOK:7200049,COOK,,223
COOK:9600035,429,283,723,223.4833511,COOK:9600035,COOK,,223
COOK:7200001,428,62,498,222.9624109,COOK:7200001,COOK,,223
COOK:8900057,428,201,639,222.9624109,COOK:8900057,COOK,,223
COOK:9500015,428,50,482,222.9624109,COOK:9500015,COOK,,223
COOK:7600021,427,439,901,222.4414707,COOK:7600021,COOK,,222
COOK:7600040,427,351,821,222.4414707,COOK:7600040,COOK,,222
COOK:7900043,427,202,641,222.4414707,COOK:7900043,COOK,,222
COOK:9700004,427,322,819,222.4414707,COOK:9700004,COOK,,222
COOK:9800023,427,194,642,222.4414707,COOK:9800023,COOK,,222
COOK:9000010,426,56,486,221.9205305,COOK:9000010,COOK,,222
COOK:9700054,426,273,715,221.9205305,COOK:9700054,COOK,,222
COOK:7600005,425,343,783,221.3995903,COOK:7600005,COOK,,221
COOK:7800013,425,308,752,221.3995903,COOK:7800013,COOK,,221
COOK:7900063,425,561,1036,221.3995903,COOK:7900063,COOK,,221
COOK:8300010,425,259,699,221.3995903,COOK:8300010,COOK,,221
COOK:8300048,425,268,701,221.3995903,COOK:8300048,COOK,,221
COOK:9600043,425,356,803,221.3995903,COOK:9600043,COOK,,221
COOK:8000056,425,445,898,221.3995903,COOK:8000056,COOK,,221
COOK:7100023,424,55,488,220.8786501,COOK:7100023,COOK,,221
COOK:8000052,424,198,639,220.8786501,COOK:8000052,COOK,,221
COOK:8900058,424,30,463,220.8786501,COOK:8900058,COOK,,221
COOK:7200064,423,356,805,220.3577099,COOK:7200064,COOK,,220
COOK:7400031,423,460,901,220.3577099,COOK:7400031,COOK,,220
COOK:8100018,423,135,571,220.3577099,COOK:8100018,COOK,,220
COOK:8200013,423,501,960,220.3577099,COOK:8200013,COOK,,220
COOK:8900054,423,101,530,220.3577099,COOK:8900054,COOK,,220
COOK:7400001,422,199,631,219.8367696,COOK:7400001,COOK,,220
COOK:7800003,422,430,873,219.8367696,COOK:7800003,COOK,,220
COOK:7800015,422,306,741,219.8367696,COOK:7800015,COOK,,220
COOK:8200010,422,342,836,219.8367696,COOK:8200010,COOK,,220
COOK:8200020,422,262,699,219.8367696,COOK:8200020,COOK,,220
COOK:8300042,422,268,696,219.8367696,COOK:8300042,COOK,,220
COOK:9600058,422,254,689,219.8367696,COOK:9600058,COOK,,220
COOK:9600072,422,283,723,219.8367696,COOK:9600072,COOK,,220
COOK:7100028,421,182,615,219.3158294,COOK:7100028,COOK,,219
COOK:8900012,421,300,734,219.3158294,COOK:8900012,COOK,,219
COOK:9300023,421,305,746,219.3158294,COOK:9300023,COOK,,219
COOK:9700065,421,569,1018,219.3158294,COOK:9700065,COOK,,219
COOK:7200025,420,350,782,218.7948892,COOK:7200025,COOK,,219
COOK:9700029,420,95,524,218.7948892,COOK:9700029,COOK,,219
COOK:7600018,419,270,701,218.273949,COOK:7600018,COOK,,218
COOK:8000013,419,309,740,218.273949,COOK:8000013,COOK,,218
COOK:8200019,419,339,769,218.273949,COOK:8200019,COOK,,218
COOK:7000001,418,391,819,217.7530088,COOK:7000001,COOK,,218
COOK:7900052,418,343,776,217.7530088,COOK:7900052,COOK,,218
COOK:8300013,418,276,706,217.7530088,COOK:8300013,COOK,,218
COOK:9500033,418,41,462,217.7530088,COOK:9500033,COOK,,218
COOK:7900010,417,200,625,217.2320686,COOK:7900010,COOK,,217
COOK:7100020,416,165,590,216.7111284,COOK:7100020,COOK,,217
COOK:7800030,416,450,878,216.7111284,COOK:7800030,COOK,,217
COOK:8600006,416,461,914,216.7111284,COOK:8600006,COOK,,217
COOK:7400008,415,486,915,216.1901882,COOK:7400008,COOK,,216
COOK:7600023,415,357,787,216.1901882,COOK:7600023,COOK,,216
COOK:9300016,415,393,837,216.1901882,COOK:9300016,COOK,,216
COOK:9300025,414,286,708,215.6692479,COOK:9300025,COOK,,216
COOK:9500064,414,18,436,215.6692479,COOK:9500064,COOK,,216
COOK:9700019,414,196,623,215.6692479,COOK:9700019,COOK,,216
COOK:9700076,413,501,944,215.1483077,COOK:9700076,COOK,,215
COOK:7200011,412,345,773,214.6273675,COOK:7200011,COOK,,215
COOK:7400040,411,346,776,214.1064273,COOK:7400040,COOK,,214
COOK:8100034,411,182,603,214.1064273,COOK:8100034,COOK,,214
COOK:9300056,411,340,771,214.1064273,COOK:9300056,COOK,,214
COOK:9700021,411,451,923,214.1064273,COOK:9700021,COOK,,214
COOK:7200042,410,466,892,213.5854871,COOK:7200042,COOK,,214
COOK:7700005,410,502,931,213.5854871,COOK:7700005,COOK,,214
COOK:7800016,410,360,784,213.5854871,COOK:7800016,COOK,,214
COOK:9700018,410,424,865,213.5854871,COOK:9700018,COOK,,214
COOK:7300001,409,129,552,213.0645469,COOK:7300001,COOK,,213
COOK:8300044,408,170,585,212.5436067,COOK:8300044,COOK,,213
COOK:8900079,408,56,470,212.5436067,COOK:8900079,COOK,,213
COOK:9700064,408,515,958,212.5436067,COOK:9700064,COOK,,213
COOK:9700014,408,149,565,212.5436067,COOK:9700014,COOK,,213
COOK:7200015,407,536,978,212.0226665,COOK:7200015,COOK,,212
COOK:7600009,407,313,750,212.0226665,COOK:7600009,COOK,,212
COOK:8100008,407,207,627,212.0226665,COOK:8100008,COOK,,212
COOK:8700043,407,309,730,212.0226665,COOK:8700043,COOK,,212
COOK:7200018,406,443,865,211.5017262,COOK:7200018,COOK,,212
COOK:7400004,406,342,761,211.5017262,COOK:7400004,COOK,,212
COOK:7900055,406,377,797,211.5017262,COOK:7900055,COOK,,212
COOK:8700001,406,220,642,211.5017262,COOK:8700001,COOK,,212
COOK:9500061,406,110,522,211.5017262,COOK:9500061,COOK,,212
COOK:7900042,405,274,690,210.980786,COOK:7900042,COOK,,211
COOK:7800031,404,274,700,210.4598458,COOK:7800031,COOK,,210
COOK:8600015,403,645,1170,209.9389056,COOK:8600015,COOK,,210
COOK:8800030,403,351,788,209.9389056,COOK:8800030,COOK,,210
COOK:9700025,403,380,812,209.9389056,COOK:9700025,COOK,,210
COOK:9700046,403,395,814,209.9389056,COOK:9700046,COOK,,210
COOK:9800024,403,178,595,209.9389056,COOK:9800024,COOK,,210
COOK:8400012,403,461,889,209.9389056,COOK:8400012,COOK,,210
COOK:7400037,402,465,883,209.4179654,COOK:7400037,COOK,,209
COOK:9400015,402,356,787,209.4179654,COOK:9400015,COOK,,209
COOK:7800008,402,369,785,209.4179654,COOK:7800008,COOK,,209
COOK:8000047,401,332,746,208.8970252,COOK:8000047,COOK,,209
COOK:8600007,401,529,959,208.8970252,COOK:8600007,COOK,,209
COOK:8700022,401,251,665,208.8970252,COOK:8700022,COOK,,209
COOK:7504001,400,19,432,208.376085,COOK:7504001,COOK,,208
COOK:7600024,400,257,676,208.376085,COOK:7600024,COOK,,208
COOK:8200027,400,213,637,208.376085,COOK:8200027,COOK,,208
COOK:8000032,399,503,925,207.8551448,COOK:8000032,COOK,,208
COOK:9700070,399,389,805,207.8551448,COOK:9700070,COOK,,208
COOK:8400006,399,691,1111,207.8551448,COOK:8400006,COOK,,208
COOK:7100017,398,53,456,207.3342045,COOK:7100017,COOK,,207
COOK:8700044,398,526,937,207.3342045,COOK:8700044,COOK,,207
COOK:8800013,398,576,1069,207.3342045,COOK:8800013,COOK,,207
COOK:9300053,398,262,671,207.3342045,COOK:9300053,COOK,,207
COOK:7000003,397,464,891,206.8132643,COOK:7000003,COOK,,207
COOK:7100054,397,171,577,206.8132643,COOK:7100054,COOK,,207
COOK:7900023,397,500,913,206.8132643,COOK:7900023,COOK,,207
COOK:8100006,397,138,538,206.8132643,COOK:8100006,COOK,,207
COOK:8200022,397,294,717,206.8132643,COOK:8200022,COOK,,207
COOK:8600034,397,476,948,206.8132643,COOK:8600034,COOK,,207
COOK:9600054,397,474,893,206.8132643,COOK:9600054,COOK,,207
COOK:9600079,397,275,681,206.8132643,COOK:9600079,COOK,,207
COOK:7800032,397,415,823,206.8132643,COOK:7800032,COOK,,207
COOK:8000017,396,297,699,206.2923241,COOK:8000017,COOK,,206
COOK:8200045,396,148,568,206.2923241,COOK:8200045,COOK,,206
COOK:7800048,395,296,704,205.7713839,COOK:7800048,COOK,,206
COOK:8600018,395,537,994,205.7713839,COOK:8600018,COOK,,206
COOK:9700078,395,387,820,205.7713839,COOK:9700078,COOK,,206
COOK:7200037,394,46,453,205.2504437,COOK:7200037,COOK,,205
COOK:9700044,394,131,532,205.2504437,COOK:9700044,COOK,,205
COOK:9800017,394,202,609,205.2504437,COOK:9800017,COOK,,205
COOK:7900039,393,253,658,204.7295035,COOK:7900039,COOK,,205
COOK:7600007,392,311,718,204.2085633,COOK:7600007,COOK,,204
COOK:8900070,392,192,596,204.2085633,COOK:8900070,COOK,,204
COOK:9400006,392,512,942,204.2085633,COOK:9400006,COOK,,204
COOK:9700003,392,318,730,204.2085633,COOK:9700003,COOK,,204
COOK:9700009,392,341,753,204.2085633,COOK:9700009,COOK,,204
COOK:7400021,391,278,683,203.6876231,COOK:7400021,COOK,,204
COOK:7900067,391,289,696,203.6876231,COOK:7900067,COOK,,204
COOK:8000046,391,457,874,203.6876231,COOK:8000046,COOK,,204
COOK:8300038,390,235,643,203.1666828,COOK:8300038,COOK,,203
COOK:8800008,390,530,954,203.1666828,COOK:8800008,COOK,,203
COOK:9600014,390,189,592,203.1666828,COOK:9600014,COOK,,203
COOK:7900025,389,343,747,202.6457426,COOK:7900025,COOK,,203
COOK:8000045,389,422,868,202.6457426,COOK:8000045,COOK,,203
COOK:9300068,389,291,690,202.6457426,COOK:9300068,COOK,,203
COOK:9700040,389,253,660,202.6457426,COOK:9700040,COOK,,203
COOK:9800028,389,189,584,202.6457426,COOK:9800028,COOK,,203
COOK:7600011,388,257,655,202.1248024,COOK:7600011,COOK,,202
COOK:9000041,388,45,439,202.1248024,COOK:9000041,COOK,,202
COOK:9905002,388,146,545,202.1248024,COOK:9905002,COOK,,202
COOK:8300034,387,169,566,201.6038622,COOK:8300034,COOK,,202
COOK:8700012,387,339,736,201.6038622,COOK:8700012,COOK,,202
COOK:8900059,386,116,508,201.082922,COOK:8900059,COOK,,201
COOK:9000016,386,108,502,201.082922,COOK:9000016,COOK,,201
COOK:9300012,386,317,737,201.082922,COOK:9300012,COOK,,201
COOK:9400010,386,451,853,201.082922,COOK:9400010,COOK,,201
COOK:9500086,386,25,416,201.082922,COOK:9500086,COOK,,201
COOK:9800005,386,271,675,201.082922,COOK:9800005,COOK,,201
COOK:8600008,385,491,946,200.5619818,COOK:8600008,COOK,,201
COOK:8900022,385,35,423,200.5619818,COOK:8900022,COOK,,201
COOK:9907002,385,126,517,200.5619818,COOK:9907002,COOK,,201
COOK:7200065,384,462,862,200.0410416,COOK:7200065,COOK,,200
COOK:7800024,384,293,692,200.0410416,COOK:7800024,COOK,,200
COOK:8600051,384,527,936,200.0410416,COOK:8600051,COOK,,200
COOK:8800035,384,533,971,200.0410416,COOK:8800035,COOK,,200
COOK:9300040,384,310,713,200.0410416,COOK:9300040,COOK,,200
COOK:7400042,383,260,654,199.5201014,COOK:7400042,COOK,,200
COOK:8900081,383,126,513,199.5201014,COOK:8900081,COOK,,200
COOK:9600023,383,306,700,199.5201014,COOK:9600023,COOK,,200
COOK:9700034,383,275,674,199.5201014,COOK:9700034,COOK,,200
COOK:8300049,382,273,676,198.9991611,COOK:8300049,COOK,,199
COOK:8700058,382,295,688,198.9991611,COOK:8700058,COOK,,199
COOK:8800010,382,495,888,198.9991611,COOK:8800010,COOK,,199
COOK:8800016,382,456,906,198.9991611,COOK:8800016,COOK,,199
COOK:8900041,382,39,424,198.9991611,COOK:8900041,COOK,,199
COOK:7900036,381,574,1022,198.4782209,COOK:7900036,COOK,,198
COOK:9100006,381,126,515,198.4782209,COOK:9100006,COOK,,198
COOK:9700067,381,567,983,198.4782209,COOK:9700067,COOK,,198
COOK:7200047,380,38,425,197.9572807,COOK:7200047,COOK,,198
COOK:8700013,380,294,687,197.9572807,COOK:8700013,COOK,,198
COOK:9300064,380,276,669,197.9572807,COOK:9300064,COOK,,198
COOK:7600032,379,201,585,197.4363405,COOK:7600032,COOK,,197
COOK:8000050,379,291,683,197.4363405,COOK:8000050,COOK,,197
COOK:9500026,379,144,537,197.4363405,COOK:9500026,COOK,,197
COOK:8200048,378,305,723,196.9154003,COOK:8200048,COOK,,197
COOK:8600027,378,409,840,196.9154003,COOK:8600027,COOK,,197
COOK:9600045,378,192,588,196.9154003,COOK:9600045,COOK,,197
COOK:9800011,378,235,621,196.9154003,COOK:9800011,COOK,,197
COOK:9902002,378,177,561,196.9154003,COOK:9902002,COOK,,197
COOK:9600081,377,175,569,196.3944601,COOK:9600081,COOK,,196
COOK:9700038,377,332,761,196.3944601,COOK:9700038,COOK,,196
COOK:9906003,377,150,545,196.3944601,COOK:9906003,COOK,,196
COOK:9600017,376,335,724,195.8735199,COOK:9600017,COOK,,196
COOK:7200004,375,261,653,195.3525797,COOK:7200004,COOK,,195
COOK:8900077,375,135,519,195.3525797,COOK:8900077,COOK,,195
COOK:8900089,375,164,547,195.3525797,COOK:8900089,COOK,,195
COOK:8900001,374,109,491,194.8316394,COOK:8900001,COOK,,195
COOK:9200003,374,139,528,194.8316394,COOK:9200003,COOK,,195
COOK:9300054,374,280,667,194.8316394,COOK:9300054,COOK,,195
COOK:9800015,374,175,561,194.8316394,COOK:9800015,COOK,,195
COOK:9700011,373,292,682,194.3106992,COOK:9700011,COOK,,194
COOK:7900008,372,496,924,193.789759,COOK:7900008,COOK,,194
COOK:9300060,372,234,628,193.789759,COOK:9300060,COOK,,194
COOK:9500040,372,19,397,193.789759,COOK:9500040,COOK,,194
COOK:8600016,371,668,1158,193.2688188,COOK:8600016,COOK,,193
COOK:9500014,371,29,404,193.2688188,COOK:9500014,COOK,,193
COOK:9700016,371,501,898,193.2688188,COOK:9700016,COOK,,193
COOK:9800010,371,203,591,193.2688188,COOK:9800010,COOK,,193
COOK:8400009,371,768,1167,193.2688188,COOK:8400009,COOK,,193
COOK:7800036,371,309,692,193.2688188,COOK:7800036,COOK,,193
COOK:7700006,370,563,949,192.7478786,COOK:7700006,COOK,,193
COOK:8900002,370,113,493,192.7478786,COOK:8900002,COOK,,193
COOK:7200010,368,417,808,191.7059982,COOK:7200010,COOK,,192
COOK:7200052,368,243,623,191.7059982,COOK:7200052,COOK,,192
COOK:7700001,368,601,1003,191.7059982,COOK:7700001,COOK,,192
COOK:9700050,368,410,785,191.7059982,COOK:9700050,COOK,,192
COOK:8700009,367,291,676,191.185058,COOK:8700009,COOK,,191
COOK:9300047,367,297,677,191.185058,COOK:9300047,COOK,,191
COOK:9700079,367,338,724,191.185058,COOK:9700079,COOK,,191
COOK:7200013,366,274,652,190.6641177,COOK:7200013,COOK,,191
COOK:7900011,366,141,521,190.6641177,COOK:7900011,COOK,,191
COOK:7900031,366,278,660,190.6641177,COOK:7900031,COOK,,191
COOK:9700039,366,277,655,190.6641177,COOK:9700039,COOK,,191
COOK:7600030,365,299,685,190.1431775,COOK:7600030,COOK,,190
COOK:8100039,365,202,581,190.1431775,COOK:8100039,COOK,,190
COOK:9700066,365,495,952,190.1431775,COOK:9700066,COOK,,190
COOK:9700072,365,326,734,190.1431775,COOK:9700072,COOK,,190
COOK:8500012,365,53,432,190.1431775,COOK:8500012,COOK,,190
COOK:9300009,364,252,625,189.6222373,COOK:9300009,COOK,,190
COOK:7800033,363,310,686,189.1012971,COOK:7800033,COOK,,189
COOK:9600009,363,243,615,189.1012971,COOK:9600009,COOK,,189
COOK:9600048,363,266,646,189.1012971,COOK:9600048,COOK,,189
COOK:9700042,363,398,772,189.1012971,COOK:9700042,COOK,,189
COOK:9700068,363,120,489,189.1012971,COOK:9700068,COOK,,189
COOK:7700003,362,633,1009,188.5803569,COOK:7700003,COOK,,189
COOK:9300015,362,345,723,188.5803569,COOK:9300015,COOK,,189
COOK:9600050,362,208,581,188.5803569,COOK:9600050,COOK,,189
COOK:7400035,361,350,722,188.0594167,COOK:7400035,COOK,,188
COOK:7100015,360,189,557,187.5384765,COOK:7100015,COOK,,188
COOK:8000015,360,409,801,187.5384765,COOK:8000015,COOK,,188
COOK:8200036,360,117,490,187.5384765,COOK:8200036,COOK,,188
COOK:8300045,360,230,598,187.5384765,COOK:8300045,COOK,,188
COOK:9901002,360,169,542,187.5384765,COOK:9901002,COOK,,188
COOK:7400036,360,137,499,187.5384765,COOK:7400036,COOK,,188
COOK:7100022,359,104,474,187.0175363,COOK:7100022,COOK,,187
COOK:7600015,359,257,632,187.0175363,COOK:7600015,COOK,,187
COOK:7600022,359,341,707,187.0175363,COOK:7600022,COOK,,187
COOK:8000037,359,378,755,187.0175363,COOK:8000037,COOK,,187
COOK:8000070,359,425,829,187.0175363,COOK:8000070,COOK,,187
COOK:8900010,359,123,485,187.0175363,COOK:8900010,COOK,,187
COOK:9907001,359,114,479,187.0175363,COOK:9907001,COOK,,187
COOK:8700016,358,224,602,186.496596,COOK:8700016,COOK,,186
COOK:7504007,357,39,400,185.9756558,COOK:7504007,COOK,,186
COOK:8000036,357,291,660,185.9756558,COOK:8000036,COOK,,186
COOK:9300030,357,221,593,185.9756558,COOK:9300030,COOK,,186
COOK:9600056,357,325,697,185.9756558,COOK:9600056,COOK,,186
COOK:8300009,356,182,549,185.4547156,COOK:8300009,COOK,,185
COOK:9700047,356,381,750,185.4547156,COOK:9700047,COOK,,185
COOK:7900065,355,534,930,184.9337754,COOK:7900065,COOK,,185
COOK:8600002,355,487,860,184.9337754,COOK:8600002,COOK,,185
COOK:8700020,355,189,551,184.9337754,COOK:8700020,COOK,,185
COOK:7100018,354,95,456,184.4128352,COOK:7100018,COOK,,184
COOK:7200048,354,37,395,184.4128352,COOK:7200048,COOK,,184
COOK:8800027,354,356,743,184.4128352,COOK:8800027,COOK,,184
COOK:8900015,354,154,519,184.4128352,COOK:8900015,COOK,,184
COOK:9500103,353,34,395,183.891895,COOK:9500103,COOK,,184
COOK:7200008,352,31,385,183.3709548,COOK:7200008,COOK,,183
COOK:8400013,352,548,917,183.3709548,COOK:8400013,COOK,,183
COOK:8900069,352,130,493,183.3709548,COOK:8900069,COOK,,183
COOK:7100004,351,189,552,182.8500146,COOK:7100004,COOK,,183
COOK:8000049,351,288,654,182.8500146,COOK:8000049,COOK,,183
COOK:8300023,351,237,598,182.8500146,COOK:8300023,COOK,,183
COOK:8900052,351,51,407,182.8500146,COOK:8900052,COOK,,183
COOK:8900060,351,87,443,182.8500146,COOK:8900060,COOK,,183
COOK:8000059,350,397,758,182.3290743,COOK:8000059,COOK,,182
COOK:7200058,349,385,749,181.8081341,COOK:7200058,COOK,,182
COOK:7800040,349,276,630,181.8081341,COOK:7800040,COOK,,182
COOK:8000058,349,512,877,181.8081341,COOK:8000058,COOK,,182
COOK:8600021,349,463,860,181.8081341,COOK:8600021,COOK,,182
COOK:9500028,349,61,416,181.8081341,COOK:9500028,COOK,,182
COOK:8700011,348,237,599,181.2871939,COOK:8700011,COOK,,181
COOK:8100035,347,102,454,180.7662537,COOK:8100035,COOK,,181
COOK:8000039,346,396,761,180.2453135,COOK:8000039,COOK,,180
COOK:8700048,346,222,584,180.2453135,COOK:8700048,COOK,,180
COOK:7100009,345,303,655,179.7243733,COOK:7100009,COOK,,180
COOK:7400009,345,340,699,179.7243733,COOK:7400009,COOK,,180
COOK:7600008,345,306,663,179.7243733,COOK:7600008,COOK,,180
COOK:7800005,345,333,685,179.7243733,COOK:7800005,COOK,,180
COOK:7900019,345,284,644,179.7243733,COOK:7900019,COOK,,180
COOK:8200055,345,106,459,179.7243733,COOK:8200055,COOK,,180
COOK:8600010,345,386,771,179.7243733,COOK:8600010,COOK,,180
COOK:8700045,345,216,572,179.7243733,COOK:8700045,COOK,,180
COOK:9400005,345,494,885,179.7243733,COOK:9400005,COOK,,180
COOK:9800006,345,199,555,179.7243733,COOK:9800006,COOK,,180
COOK:9800009,345,162,516,179.7243733,COOK:9800009,COOK,,180
COOK:7100026,344,54,404,179.2034331,COOK:7100026,COOK,,179
COOK:8000053,344,275,627,179.2034331,COOK:8000053,COOK,,179
COOK:9200005,344,138,493,179.2034331,COOK:9200005,COOK,,179
COOK:9800029,344,166,526,179.2034331,COOK:9800029,COOK,,179
COOK:7300002,343,128,482,178.6824929,COOK:7300002,COOK,,179
COOK:7900053,343,391,749,178.6824929,COOK:7900053,COOK,,179
COOK:8600022,343,323,699,178.6824929,COOK:8600022,COOK,,179
COOK:7800011,342,416,768,178.1615526,COOK:7800011,COOK,,178
COOK:8700031,342,180,538,178.1615526,COOK:8700031,COOK,,178
COOK:8700053,340,245,600,177.1196722,COOK:8700053,COOK,,177
COOK:8900011,340,193,536,177.1196722,COOK:8900011,COOK,,177
COOK:9300065,339,181,531,176.598732,COOK:9300065,COOK,,177
COOK:7800046,338,296,646,176.0777918,COOK:7800046,COOK,,176
COOK:8000074,338,251,608,176.0777918,COOK:8000074,COOK,,176
COOK:8200012,338,234,590,176.0777918,COOK:8200012,COOK,,176
COOK:7200043,337,161,505,175.5568516,COOK:7200043,COOK,,176
COOK:7400002,337,237,580,175.5568516,COOK:7400002,COOK,,176
COOK:7400030,337,336,684,175.5568516,COOK:7400030,COOK,,176
COOK:8600014,337,357,713,175.5568516,COOK:8600014,COOK,,176
COOK:9500082,337,243,591,175.5568516,COOK:9500082,COOK,,176
COOK:9600080,337,299,643,175.5568516,COOK:9600080,COOK,,176
COOK:9700002,337,376,728,175.5568516,COOK:9700002,COOK,,176
COOK:9700049,337,405,792,175.5568516,COOK:9700049,COOK,,176
COOK:8800029,336,400,759,175.0359114,COOK:8800029,COOK,,175
COOK:8900049,336,83,432,175.0359114,COOK:8900049,COOK,,175
COOK:8900087,336,339,683,175.0359114,COOK:8900087,COOK,,175
